plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png
GAO20240515t174124p0000-D,32.3174759,-104.08767,2024-05-15T17:41:24+00,Oil & Gas (1B2),CH4,mf,"[-104.09096624916148, 32.31455938536426, -104.08494952953603, 32.31968912541763]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:06.362870+00:00,v1,,,,,291.3168735,113.1463937,1.704427083,0.561821611,173.2753177,8.522224133,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-D/GAO20240515t174124p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-D/GAO20240515t174124p0000-D_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-D/GAO20240515t174124p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-D/GAO20240515t174124p0000-D_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t174124p0000-E,32.25553122,-104.0717254,2024-05-15T17:41:24+00,Oil & Gas (1B2),CH4,mf,"[-104.07443664744928, 32.25291668898534, -104.06842413866147, 32.25800132923366]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 23:08:13.835058+00:00,v1,,,,,163.7841177,80.71008728,1.752929688,0.621005198,178.6749994,10.5291348,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-E/GAO20240515t174124p0000-E_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-E/GAO20240515t174124p0000-E_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-E/GAO20240515t174124p0000-E_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-E/GAO20240515t174124p0000-E_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t174124p0000-F,32.202455,-104.0858553,2024-05-15T17:41:24+00,Oil & Gas (1B2),CH4,mf,"[-104.08887469864328, 32.19966251755793, -104.08286566515562, 32.20474719740169]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 23:08:14.205625+00:00,v1,,,,,56.61990766,19.95048173,1.869466146,0.610830975,183.4576198,10.91483665,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-F/GAO20240515t174124p0000-F_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-F/GAO20240515t174124p0000-F_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-F/GAO20240515t174124p0000-F_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-F/GAO20240515t174124p0000-F_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t174124p0000-G,32.23301813,-104.0853974,2024-05-15T17:41:24+00,Oil & Gas (1B2),CH4,mf,"[-104.08862140062809, 32.23037732743501, -104.0825571597005, 32.23550698787218]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:06.485148+00:00,v1,,,,,365.1755842,160.3191644,1.820638021,0.61787027,181.2468807,10.62012977,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-G/GAO20240515t174124p0000-G_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-G/GAO20240515t174124p0000-G_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-G/GAO20240515t174124p0000-G_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-G/GAO20240515t174124p0000-G_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t174124p0000-H,32.2592387,-104.0722875,2024-05-15T17:41:24+00,Oil & Gas (1B2),CH4,mf,"[-104.0754638554035, 32.25630706550802, -104.06945112320301, 32.26139170479837]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:05.741893+00:00,v1,,,,,87.57275126,57.53295871,1.752929688,0.621005198,178.6749994,10.5291348,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-H/GAO20240515t174124p0000-H_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-H/GAO20240515t174124p0000-H_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-H/GAO20240515t174124p0000-H_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t174124p0000-H/GAO20240515t174124p0000-H_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t172324p0000-A,32.02625053,-104.1177684,2024-05-15T17:23:24+00,Oil & Gas (1B2),CH4,mf,"[-104.11976546162536, 32.02112866667168, -104.11249419675673, 32.02729342023392]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:38:12.732109+00:00,v1,,,,,80.50836551,28.35173088,1.217610677,0.40593851,110.9250434,104.7748339,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-A/GAO20240515t172324p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-A/GAO20240515t172324p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-A/GAO20240515t172324p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-A/GAO20240515t172324p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t172324p0000-B,32.06711436,-104.1365954,2024-05-15T17:23:24+00,Oil & Gas (1B2),CH4,mf,"[-104.14136398954597, 32.061062523255394, -104.13249640606769, 32.06857733952656]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 23:07:52.315104+00:00,v1,,,,,61.63387921,47.67538116,1.191080729,0.419327442,118.14652,91.60795634,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-B/GAO20240515t172324p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-B/GAO20240515t172324p0000-B_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-B/GAO20240515t172324p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-B/GAO20240515t172324p0000-B_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t172324p0000-C,32.12505529,-104.1190812,2024-05-15T17:23:24+00,Oil & Gas (1B2),CH4,mf,"[-104.12539654119132, 32.1134674671874, -104.1099888281018, 32.12651682095922]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 23:07:52.685341+00:00,v1,,,,,196.165424,96.84286087,1.182291667,0.372303344,120.028669,77.25487263,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-C/GAO20240515t172324p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-C/GAO20240515t172324p0000-C_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-C/GAO20240515t172324p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-C/GAO20240515t172324p0000-C_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t172324p0000-D,32.19016558,-104.1209458,2024-05-15T17:23:24+00,Oil & Gas (1B2),CH4,mf,"[-104.12400568602413, 32.18719115994814, -104.11799729081116, 32.19232099381365]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:05.617707+00:00,v1,,,,,133.2786407,49.64879422,1.217447917,0.327808369,112.9434008,61.87080215,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-D/GAO20240515t172324p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-D/GAO20240515t172324p0000-D_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-D/GAO20240515t172324p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-D/GAO20240515t172324p0000-D_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t172324p0000-E,32.25922325,-104.1243806,2024-05-15T17:23:24+00,Oil & Gas (1B2),CH4,mf,"[-104.1264799051922, 32.25572320016266, -104.12041409942691, 32.26080775777746]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:03.919827+00:00,v1,,,,,,,1.14436849,0.365671115,130.3606637,42.49610439,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-E/GAO20240515t172324p0000-E_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-E/GAO20240515t172324p0000-E_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-E/GAO20240515t172324p0000-E_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-E/GAO20240515t172324p0000-E_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t172324p0000-F,32.25848937,-104.1322938,2024-05-15T17:23:24+00,Oil & Gas (1B2),CH4,mf,"[-104.13507326095565, 32.25632348769173, -104.12906032795601, 32.2614532928925]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:04.042666+00:00,v1,,,,,202.1034121,79.14146465,1.191894531,0.352628998,108.7009643,47.8501609,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-F/GAO20240515t172324p0000-F_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-F/GAO20240515t172324p0000-F_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2024/05/15/GAO20240515t172324p0000-F/GAO20240515t172324p0000-F_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-F/GAO20240515t172324p0000-F_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-F/GAO20240515t172324p0000-F_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t172324p0000-G,32.31419997,-104.1361114,2024-05-15T17:23:24+00,Oil & Gas (1B2),CH4,mf,"[-104.13938885719334, 32.31083973448198, -104.13331938670557, 32.31592427268626]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:04.165084+00:00,v1,,,,,75.70917699,46.18835621,1.151855469,0.318524339,109.5881893,38.29663853,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-G/GAO20240515t172324p0000-G_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-G/GAO20240515t172324p0000-G_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-G/GAO20240515t172324p0000-G_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-G/GAO20240515t172324p0000-G_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t172324p0000-H,32.25906944,-104.123858,2024-05-15T17:23:24+00,Oil & Gas (1B2),CH4,mf,"[-104.1264799051922, 32.25572320016266, -104.12041409942691, 32.26080775777746]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:36:15.078101+00:00,v1,,,,,66.05776787,27.43825288,1.14436849,0.365671115,130.3606637,42.49610439,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-H/GAO20240515t172324p0000-H_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-H/GAO20240515t172324p0000-H_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-H/GAO20240515t172324p0000-H_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-H/GAO20240515t172324p0000-H_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t172324p0000-I,32.26201575,-104.1170809,2024-05-15T17:23:24+00,Oil & Gas (1B2),CH4,mf,"[-104.12039609608107, 32.259108825644006, -104.11438313855066, 32.26419349853652]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 23:08:20.363323+00:00,v1,,,,,107.0509246,51.45278876,1.14436849,0.365671115,130.3606637,42.49610439,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-I/GAO20240515t172324p0000-I_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-I/GAO20240515t172324p0000-I_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-I/GAO20240515t172324p0000-I_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t172324p0000-I/GAO20240515t172324p0000-I_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t171529p0000-A,32.06711238,-104.1366648,2024-05-15T17:15:29+00,Oil & Gas (1B2),CH4,mf,"[-104.14219431221201, 32.063005070720564, -104.13507888548692, 32.068989948461876]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:03.670507+00:00,v1,,,,,120.7441594,58.7626888,1.191080729,0.419327442,118.14652,91.60795634,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-A/GAO20240515t171529p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-A/GAO20240515t171529p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-A/GAO20240515t171529p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-A/GAO20240515t171529p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t171529p0000-B,32.08159125,-104.1442992,2024-05-15T17:15:29+00,Oil & Gas (1B2),CH4,mf,"[-104.14879379117366, 32.076762074889885, -104.14188973063341, 32.0826569538816]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:03.795935+00:00,v1,,,,,181.304866,105.7912838,1.291015625,0.741695201,69.32511675,95.06434087,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-B/GAO20240515t171529p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-B/GAO20240515t171529p0000-B_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-B/GAO20240515t171529p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-B/GAO20240515t171529p0000-B_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t171529p0000-D,32.31431512,-104.1359916,2024-05-15T17:15:29+00,Oil & Gas (1B2),CH4,mf,"[-104.13991484284423, 32.31138446209054, -104.13389843327008, 32.31646912188668]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:03.550527+00:00,v1,,,,,49.12262982,27.07695926,1.151855469,0.318524339,109.5881893,38.29663853,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-D/GAO20240515t171529p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-D/GAO20240515t171529p0000-D_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-D/GAO20240515t171529p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-D/GAO20240515t171529p0000-D_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t171529p0000-E,32.10998838,-104.1344145,2024-05-15T17:15:29+00,Oil & Gas (1B2),CH4,mf,"[-104.13940966523327, 32.10579119595129, -104.13298171352784, 32.111235947132876]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:03.426840+00:00,v1,,,,,43.87815329,16.64870141,1.169270833,0.403212974,119.6538798,84.94147122,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-E/GAO20240515t171529p0000-E_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-E/GAO20240515t171529p0000-E_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-E/GAO20240515t171529p0000-E_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t171529p0000-E/GAO20240515t171529p0000-E_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t170544p0000-A,32.03532913,-104.1709619,2024-05-15T17:05:44+00,Oil & Gas (1B2),CH4,mf,"[-104.17457073103066, 32.032140635996875, -104.16851960104803, 32.03722534581882]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 23:08:01.779179+00:00,v1,,,,,37.171048,25.40973564,1.460449219,0.975581131,17.59166966,81.58273828,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-A/GAO20240515t170544p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-A/GAO20240515t170544p0000-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-A/GAO20240515t170544p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-A/GAO20240515t170544p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t170544p0000-C,32.28884882,-104.1801584,2024-05-15T17:05:44+00,Oil & Gas (1B2),CH4,mf,"[-104.18258329104786, 32.285642585428256, -104.17656839296382, 32.29077240906652]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 23:08:03.148292+00:00,v1,,,,,17.6874203,6.959194872,1.337402344,0.497286267,87.51208651,47.13295935,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-C/GAO20240515t170544p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-C/GAO20240515t170544p0000-C_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-C/GAO20240515t170544p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-C/GAO20240515t170544p0000-C_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t170544p0000-D,32.2892975,-104.1792544,2024-05-15T17:05:44+00,Oil & Gas (1B2),CH4,mf,"[-104.18262585834482, 32.28681570801028, -104.17655779832107, 32.291945408434216]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 23:08:03.496359+00:00,v1,,,,,62.21597377,23.13376336,1.337402344,0.497286267,87.51208651,47.13295935,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-D/GAO20240515t170544p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-D/GAO20240515t170544p0000-D_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-D/GAO20240515t170544p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-D/GAO20240515t170544p0000-D_l3a-vis-ch4-mf-v002_rgb.png
GAO20240515t170544p0000-E,32.30335814,-104.176244,2024-05-15T17:05:44+00,Oil & Gas (1B2),CH4,mf,"[-104.180265953659, 32.30123398914612, -104.17419693940246, 32.30636368023068]",GAO,production,2024-08-20 20:19:37.186828+00:00,2025-03-25 22:47:03.307140+00:00,v1,,,,,60.09513987,35.46924474,1.315104167,0.453894185,88.76706876,42.60726824,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-E/GAO20240515t170544p0000-E_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-E/GAO20240515t170544p0000-E_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-E/GAO20240515t170544p0000-E_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2024/05/15/GAO20240515t170544p0000-E/GAO20240515t170544p0000-E_l3a-vis-ch4-mf-v002_rgb.png
